MAKE,MODEL,MODEL_YR,BODY_STYLE,VEHICLE_TYPE,DRIVE_TRAIN,PRODUCTION_RELEASE,VEHICLE_CLASS,BODY_FRAME,NUM_OF_SEATING,SEAT_LOC,SEAT_LOC_COMMENTS,MIN_GROSS_WEIGHT,MAX_GROSS_WEIGHT,UPPER_BELT_ANCHORAGE,UPPER_BELT_ANCHORAGE_LOC,SEAT_BELT_PRETENSIONER,SEAT_BELT_PRETENSIONER_LOC,LOAD_LIMITERS,LOAD_LIMITERS_LOC,FRNT_BELT_INDICATOR,FRNT_BELT_LOC,REAR_BELT_INDICATOR,LATCH_REAR_POSITION,HEAD_SAB,HEAD_SAB_TYPE,HEAD_SAB_LOC,HEAD_SAB_MOUNT_LOC,HEAD_SAB_MEET_REQUIREMENTS,HEAD_SAB_DEPLOY_IN_ROLLOVER,TORSO_SAB,TORSO_SAB_TYPE,TORSO_SAB_LOC,TORSO_SAB_MOUNT_LOC,KNEE_BOLSTERS,KNEE_BOLSTERS_LOC,ADL,HEAD_RESTRAINT_IND,DYNAMIC_HEAD_RESTRAINT_IND,BETI,BLIND_SPOT_DETECTION,DAY_RUN_LIGHTS,ADAPTIVE_CRUISE_CONTROL,ABS,ARS,ARS_LOC,AUTO_CRASH_NOTIFICATION,CRASH_DATA_RECORDER,ANTI_THEFT_DEVICE,ANTI_THEFT_DEVICE_TYPE,FRNT_COLLISION_WARNING,NHTSA_FRNT_COLLISION_WARNING,NHTSA_FCW_EVALUATION,LANE_DEPARTURE_WARNING,NHTSA_LANE_DEPARTURE_WARNING,NHTSA_LDW_EVALUATION,CRASH_IMMINENT_BRAKE,NHTSA_CRASH_IMMINENT_BRAKE,NHTSA_CIB_EVALUATION,DYNAMIC_BRAKE_SUPPORT,NHTSA_DYNAMIC_BRAKE_SUPPORT,NHTSA_DBS_EVALUATION,NHTSA_ESC,PELVIS_SAB,PELVIS_SAB_TYPE,PELVIS_SAB_LOC,PELVIS_SAB_MOUNT_LOC,OVERALL_STARS,FRNT_TEST_NO,FRNT_VIN,FRNT_DRIV_STARS,FRNT_PASS_STARS,FRNT_SAFETY_CONCERN_DRIV,FRNT_SAFETY_CONCERN_PASS,FRNT_FOOT_NOTES,FRNT_FOOT_NOTES_PASS,OVERALL_FRNT_STARS,CURB_WEIGHT,FRNT_TESTED_WITH,HIC15_DRIV,CHEST_DEFL_DRIV,LEFT_FEMUR_DRIV,RIGHT_FEMUR_DRIV,NIJ_DRIV,NECK_TENS_DRIV,NET_COMP_DRIV,HIC15_PASS,CHEST_DEFL_PASS,LEFT_FEMUR_PASS,RIGHT_FEMUR_PASS,NIJ_PASS,NECK_TENS_PASS,NET_COMP_PASS,SIDE_TEST_NO,SIDE_VIN,SIDE_DRIV_STARS,SIDE_PASS_STARS,SIDE_BARRIER_STAR,COMB_FRNT_STAR,COMB_REAR_STAR,SIDE_SAFETY_CONCERN_DRIV,SIDE_SAFETY_CONCERN_PASS,SIDE_FOOT_NOTES,SIDE_FOOT_NOTES_PASS,OVERALL_SIDE_STARS,SIDE_TESTED_WITH,SIDE_HIC_36_DRIV,RIB_DEFLECTION_DRIV,ABDOMEN_FORCE_DRIV,SYMPHYSIS_FORCE_DRIV,SIDE_HIC_36_PASS,PELVIC_FORCE_PASS,POLE_TEST_NO,POLE_VIN,SIDE_POLE_STARS,POLE_SAFETY_CONCERN,POLE_FOOT_NOTES,POLE_TESTED_WITH,POLE_HIC_36_DRIV,PELVIC_FORCE,ROLLOVER_POSSIBILITY,STATIC_STABI_FACTOR,TIP,ROLL_SAFETY_CONCERN,ROLL_FOOT_NOTES,ROLLOVER_STARS,NHTSA_BACKUP_CAMERA,BACKUP_CAMERA
FORD,EXPLORER HEV,2024,SUV,MPV,4WD,1,, ,7,"1,3,4,5,6,7,9",seating position 5 is optional,6840,6840,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6,7,8",,"4,6,7,8",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,1,,"1,3,4,6,7,8",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,5,14290,1FMSK8DH1PGA00491,5,5,,,,,5,4347,"FRONTAL AIRBAG,KNEE AIR BAG",117.89100,23.01400,1253.64000,1191.14000,0.28,1040.81000,163.96000,209.59900,9.64200,1496.35000,1553.32000,0.32,722.39900,238.04700,11052,1FMSK7BHXLGB60649,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",65.32200,23.38000,717.81600,995.78800,85.92700,2684.75000,11051,1FM5K7FW9LGA90809,5,,"During the side pole impact test, the windshield separated from the roof, A-pillar, and lower edge","URTAIN AIR BAG,TORSO/PELVIS AIR BAG",287.85100,2546.93000,0.151,1.27,No Tip,,,4,,
FORD,EXPLORER HEV,2024,SUV,MPV,RWD,1,, ,7,"1,3,4,5,6,7,9",seating position 5 is optional,6840,6840,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6,7,8",,"4,6,7,8",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,1,,"1,3,4,6,7,8",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,5,14290,1FMSK8DH1PGA00491,5,5,,,,,5,4347,"FRONTAL AIRBAG,KNEE AIR BAG",117.89100,23.01400,1253.64000,1191.14000,0.28,1040.81000,163.96000,209.59900,9.64200,1496.35000,1553.32000,0.32,722.39900,238.04700,11052,1FMSK7BHXLGB60649,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",65.32200,23.38000,717.81600,995.78800,85.92700,2684.75000,11051,1FM5K7FW9LGA90809,5,,"During the side pole impact test, the windshield separated from the roof, A-pillar, and lower edge","URTAIN AIR BAG,TORSO/PELVIS AIR BAG",287.85100,2546.93000,0.147,1.28,No Tip,,,4,,
FORD,F-150 (REGULAR CAB) GAS,2024,PU/RC,TRUCK,4WD,1,, ,3,"1,2,3",seating position 2 is optional,6050,7050,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,Not Available,Standard,Head Protection,"1,3", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,5,11572,1FTFX1E59MKD16393,4,5,,,,,5,5082,"FRONTAL AIR BAG,KNEE AIR BAG",337.46800,22.35400,109.74900,204.70100,0.30,1334.77600,122.45100,359.87300,9.26700,463.10100,156.75200,0.28,676.77100,287.82800,11573,1FTEX1CB9MKD13174,5,,5,5,,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",30.72500,21.14300,674.34700,631.42200,,,11593,1FTEX1CB8MFA46974,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",256.80800,1921.96400,0.191,1.19,No Tip,,,4,,
FORD,F-150 (REGULAR CAB) GAS,2024,PU/RC,TRUCK,RWD,1,, ,3,"1,2,3",seating position 2 is optional,6050,7050,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,Not Available,Standard,Head Protection,"1,3", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,5,11572,1FTFX1E59MKD16393,4,5,,,,,5,5082,"FRONTAL AIR BAG,KNEE AIR BAG",337.46800,22.35400,109.74900,204.70100,0.30,1334.77600,122.45100,359.87300,9.26700,463.10100,156.75200,0.28,676.77100,287.82800,11573,1FTEX1CB9MKD13174,5,,5,5,,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",30.72500,21.14300,674.34700,631.42200,,,11593,1FTEX1CB8MFA46974,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",256.80800,1921.96400,0.164,1.24,No Tip,,,4,,
FORD,F-150 (SUPER CAB) GAS,2024,PU/EC,TRUCK,4WD,1,, ,6,"1,2,3,4,5,6",seating position 2 is optional,6325,7050,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,6",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,5,11572,1FTFX1E59MKD16393,4,5,,,,,5,5082,"FRONTAL AIR BAG,KNEE AIR BAG",337.46800,22.35400,109.74900,204.70100,0.30,1334.77600,122.45100,359.87300,9.26700,463.10100,156.75200,0.28,676.77100,287.82800,11573,1FTEX1CB9MKD13174,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",30.72500,21.14300,674.34700,631.42200,65.42600,1327.12500,11593,1FTEX1CB8MFA46974,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",256.80800,1921.96400,0.191,1.19,No Tip,,,4,,
FORD,F-150 (SUPER CAB) GAS,2024,PU/EC,TRUCK,RWD,1,, ,6,"1,2,3,4,5,6",seating position 2 is optional,6325,7050,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,6",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,5,11572,1FTFX1E59MKD16393,4,5,,,,,5,5082,"FRONTAL AIR BAG,KNEE AIR BAG",337.46800,22.35400,109.74900,204.70100,0.30,1334.77600,122.45100,359.87300,9.26700,463.10100,156.75200,0.28,676.77100,287.82800,11573,1FTEX1CB9MKD13174,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",30.72500,21.14300,674.34700,631.42200,65.42600,1327.12500,11593,1FTEX1CB8MFA46974,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",256.80800,1921.96400,0.164,1.24,No Tip,,,4,,
FORD,F-150 (SUPER CREW) GAS,2024,PU/CC,TRUCK,4WD,1,, ,6,"1,2,3,4,5,6",seating position 2 is optional,6600,7050,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,6",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,5,11490,1FTFW1E88MKD13191,5,5,,,,,5,5128,"FRONTAL AIR BAG,KNEE AIR BAG",274.85300,20.81300,872.46000,1063.44600,0.28,1057.91100,69.94900,421.14600,7.97600,1326.40100,225.29400,0.26,740.09200,344.72300,11599,1FTEW1CP0MKD89798,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",24.22600,18.44200,464.74900,668.05000,21.26000,1334.71400,11494,1FTEW1CP0MFA67235,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",187.09700,2327.06200,0.191,1.19,No Tip,,,4,,
FORD,F-150 (SUPER CREW) GAS,2024,PU/CC,TRUCK,RWD,1,, ,6,"1,2,3,4,5,6",seating position 2 is optional,6600,7050,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,6",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,5,11490,1FTFW1E88MKD13191,5,5,,,,,5,5128,"FRONTAL AIR BAG,KNEE AIR BAG",274.85300,20.81300,872.46000,1063.44600,0.28,1057.91100,69.94900,421.14600,7.97600,1326.40100,225.29400,0.26,740.09200,344.72300,11599,1FTEW1CP0MKD89798,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",24.22600,18.44200,464.74900,668.05000,21.26000,1334.71400,11494,1FTEW1CP0MFA67235,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",187.09700,2327.06200,0.164,1.24,No Tip,,,4,,
FORD,F-150 (SUPER CREW) HEV,2024,PU/CC,TRUCK,4WD,1,, ,6,"1,2,3,4,5,6",seating position 2 is optional,6400,8550,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,6",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,5,14353,1FTFW1ED8NFA71235,5,5,,,,,5,5724,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,14246,1FTFW1CD5NFA88271,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,14247,1FTFW1CD5NFA03140,5,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0,1.2,No Tip,,,4,,
FORD,F-150 (SUPER CREW) HEV,2024,PU/CC,TRUCK,RWD,1,, ,6,"1,2,3,4,5,6",seating position 2 is optional,6400,8550,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,6",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,5,14353,1FTFW1ED8NFA71235,5,5,,,,,5,5724,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,14246,1FTFW1CD5NFA88271,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,14247,1FTFW1CD5NFA03140,5,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0,1.21,No Tip,,,4,,
FORD,F-150 (SUPER CREW) LIGHTNING BEV,2024,PU/CC,TRUCK,4WD,1,, ,6,"1,2,3,4,5,6",seating position 2 is optional,8300,8550,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,6",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,5,14307,1FTVW1EL2NWG16221,4,4,,,,,4,6294,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,14315,1FTVW1EL5NWG16360,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,14320,1FTVW1EL0NWG15052,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.127,1.34,No Tip, ,,4,,
FORD,F-250 (CREW CAB),2024,PU/CC,TRUCK,4WD,1,, ,6,"1,2,3,4,5,6",seating position 2 is optional,9900,11400,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,1,,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,6",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
FORD,F-250 (CREW CAB),2024,PU/CC,TRUCK,RWD,1,, ,6,"1,2,3,4,5,6",seating position 2 is optional,9900,11400,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,1,,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,6",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
FORD,F-250 (REGULAR CAB),2024,PU/RC,TRUCK,4WD,1,, ,3,"1,2,3",seating position 2 is optional,9900,10600,Standard,"1,3",Standard,"1,3",Standard,"1,3",,1,,Not Available,Standard,Head Protection,"1,3", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
FORD,F-250 (REGULAR CAB),2024,PU/RC,TRUCK,RWD,1,, ,3,"1,2,3",seating position 2 is optional,9900,10600,Standard,"1,3",Standard,"1,3",Standard,"1,3",,1,,Not Available,Standard,Head Protection,"1,3", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
FORD,F-250 (SUPER CAB),2024,PU/EC,TRUCK,4WD,1,, ,6,"1,2,3,4,5,6",seating position 2 is optional,9900,11400,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,1,,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,6",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
FORD,F-250 (SUPER CAB),2024,PU/EC,TRUCK,RWD,1,, ,6,"1,2,3,4,5,6",seating position 2 is optional,9900,11400,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,1,,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,6",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
FORD,F-250 TREMOR (CREW CAB),2024,PU/CC,TRUCK,4WD,1,, ,6,"1,2,3,4,5,6",seating position 2 is optional,10300,11000,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,1,,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,6",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
FORD,F-350 (CREW CAB),2024,PU/CC,TRUCK,4WD,1,, ,6,"1,2,3,4,5,6",seating position 2 is optional,10200,14000,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,1,,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,6",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
FORD,F-350 (CREW CAB),2024,PU/CC,TRUCK,RWD,1,, ,6,"1,2,3,4,5,6",seating position 2 is optional,10200,14000,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,1,,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,6",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
FORD,F-350 (REGULAR CAB),2024,PU/RC,TRUCK,4WD,1,, ,3,"1,2,3",seating position 2 is optional,10400,14000,Standard,"1,3",Standard,"1,3",Standard,"1,3,4,6",,1,,Not Available,Standard,Head Protection,"1,3", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
FORD,F-350 (REGULAR CAB),2024,PU/RC,TRUCK,RWD,1,, ,3,"1,2,3",seating position 2 is optional,10400,14000,Standard,"1,3",Standard,"1,3",Standard,"1,3,4,6",,1,,Not Available,Standard,Head Protection,"1,3", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
FORD,F-350 (SUPER CAB),2024,PU/EC,TRUCK,4WD,1,, ,6,"1,2,3,4,5,6",seating position 2 is optional,10500,14000,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,1,,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,6",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
FORD,F-350 (SUPER CAB),2024,PU/EC,TRUCK,RWD,1,, ,6,"1,2,3,4,5,6",seating position 2 is optional,10500,14000,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,1,,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,6",Not Available,,Standard, ,,,Standard,1, ,Standard, , ,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
FORD,MAVERICK,2024,PU/CC,PC,4WD,1,, ,5,"1,3,4,5,6", ,5080,5205,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,No, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,1,,"1,3,4,6",Not Available,,Optional, ,,,Standard,"1,2", ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,4,14127,3FTTW8F90NRA55927,5,4,,,"Shortly after the frontal crash test on the conventional gasoline version of the Ford Maverick, smoke and flames were observed from the engine compartment",,5,3665,"FRONTAL AIRBAG,KNEE AIR BAG",129.45800,23.22900,618.89000,217.59200,0.22,1041.95000,50.46500,201.54800,14.53100,684.11400,1053.48000,0.51,820.03200,209.48200,14212,3FTTW8E96NRA55688,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",87.20700,17.68000,667.23900,887.43700,174.10600,4317.82000,14128,3FTTW8E97NRA55750,5,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",255.27200,2039.15000,0.155,1.26,No Tip, ,,4,,
